Clark Y airfoil
 1.000000  0.000550
 0.999460  0.001090
 0.996880  0.002820
 0.989250  0.007620
 0.976520  0.015090
 0.958720  0.024840
 0.936080  0.036390
 0.908950  0.049130
 0.877790  0.062480
 0.843180  0.075880
 0.805690  0.088820
 0.765890  0.100860
 0.724330  0.111620
 0.681530  0.120790
 0.637950  0.128140
 0.594040  0.133500
 0.550210  0.136740
 0.506840  0.137830
 0.464300  0.136890
 0.422930  0.133980
 0.383020  0.129210
 0.344830  0.122690
 0.308570  0.114560
 0.274430  0.104990
 0.242550  0.094160
 0.213030  0.082320
 0.185970  0.069720
 0.161420  0.056640
 0.139430  0.043360
 0.119990  0.030130
 0.103090  0.017210
 0.088680  0.004830
 0.076690 -0.006810
 0.066990 -0.017550
 0.059440 -0.027220
 0.053890 -0.035720
 0.050120 -0.042970
 0.047970 -0.048920
 0.047200 -0.053530
 0.047600 -0.056800
 0.049000 -0.058770
 0.051280 -0.059630
 0.054360 -0.059620
 0.058140 -0.058880
 0.062540 -0.057530
 0.072910 -0.053150
 0.084960 -0.047720
 0.098480 -0.041680
 0.113260 -0.035320
 0.129130 -0.028820
 0.145920 -0.022310
 0.163480 -0.015940
 0.181640 -0.009830
 0.200250 -0.004120
 0.219150  0.001140
 0.238190  0.005870
 0.257250  0.010040
 0.276200  0.013630
 0.294960  0.016620
 0.313430  0.019010
 0.331550  0.020790
 0.349240  0.021980
 0.366470  0.022630
 0.383180  0.022790
 0.399330  0.022510
 0.414890  0.021830
 0.429810  0.020790
 0.444080  0.019440
 0.457650  0.017830
 0.470520  0.016000
 0.482650  0.014020
 0.494020  0.011930
 0.504620  0.009790
 0.514430  0.007630
 0.523450  0.005470
 0.531670  0.003360
 0.539090  0.001330
 0.545710 -0.000600
 0.551540 -0.002400
 0.556590 -0.004050
 0.560870 -0.005540
 0.564390 -0.006850
 0.567150 -0.007960
 0.569170 -0.008850
 0.570490 -0.009520
 0.571110 -0.009940
 0.571070 -0.010090
